id,game_pk,season,date,postseason,season_type,status,venue,conference_play,home_team_id,away_team_id,home_team_slug,away_team_slug,home_team_abbreviation,away_team_abbreviation,home_team_display_name,away_team_display_name,home_team_short_display_name,away_team_short_display_name,home_team_name,away_team_name,home_team_location,away_team_location,home_team_league,away_team_league,home_team_division,away_team_division,home_team_score,away_team_score,favorite_id,underdog_id,favorite_abbreviation,underdog_abbreviation,favorite_display_name,underdog_display_name
32814,319026.0,2012,2012-07-13T23:35:00.000Z,False,regular,STATUS_FINAL,Center Parc Stadium,False,2,18,atlanta-braves,new-york-mets,ATL,NYM,Atlanta Braves,New York Mets,Braves,Mets,Braves,Mets,Atlanta,New York,National,National,East,East,7,5,,,,,,
32808,319024.0,2012,2012-07-13T23:05:00.000Z,False,regular,STATUS_FINAL,Oriole Park at Camden Yards,False,3,10,baltimore-orioles,detroit-tigers,BAL,DET,Baltimore Orioles,Detroit Tigers,Orioles,Tigers,Orioles,Tigers,Baltimore,Detroit,American,American,East,Central,2,7,,,,,,
32810,319023.0,2012,2012-07-13T23:07:00.000Z,False,regular,STATUS_FINAL,Rogers Centre,False,29,8,toronto-blue-jays,cleveland-guardians,TOR,CLE,Toronto Blue Jays,Cleveland Guardians,Blue Jays,Guardians,Blue Jays,Guardians,Toronto,Cleveland,American,American,East,Central,0,1,,,,,,
32815,319022.0,2012,2012-07-14T00:10:00.000Z,False,regular,STATUS_FINAL,Kauffman Stadium,False,12,6,kansas-city-royals,chicago-white-sox,KC,CHW,Kansas City Royals,Chicago White Sox,Royals,White Sox,Royals,White Sox,Kansas City,Chicago,American,American,Central,Central,8,9,,,,,,
32813,319021.0,2012,2012-07-13T23:10:00.000Z,False,regular,STATUS_FINAL,Tropicana Field,False,27,4,tampa-bay-rays,boston-red-sox,TB,BOS,Tampa Bay Rays,Boston Red Sox,Rays,Red Sox,Rays,Red Sox,Tampa Bay,Boston,American,American,East,East,1,3,,,,,,
32807,319020.0,2012,2012-07-13T18:20:00.000Z,False,regular,STATUS_FINAL,Wrigley Field,False,5,1,chicago-cubs,arizona-diamondbacks,CHC,ARI,Chicago Cubs,Arizona Diamondbacks,Cubs,Diamondbacks,Cubs,Diamondbacks,Chicago,Arizona,National,National,Central,West,8,1,,,,,,
32809,319019.0,2012,2012-07-13T23:05:00.000Z,False,regular,STATUS_FINAL,Yankee Stadium,False,19,13,new-york-yankees,los-angeles-angels,NYY,LAA,New York Yankees,Los Angeles Angels,Yankees,Angels,Yankees,Angels,New York,Los Angeles,American,American,East,West,6,5,,,,,,
32992,319048.0,2012,2012-07-14T23:10:00.000Z,False,regular,STATUS_FINAL,Marlins Park,False,15,30,miami-marlins,washington-nationals,MIA,WSH,Miami Marlins,Washington Nationals,Marlins,Nationals,Marlins,Nationals,Miami,Washington,National,National,East,East,2,1,,,,,,
32996,319047.0,2012,2012-07-15T01:10:00.000Z,False,regular,STATUS_FINAL,T-Mobile Park,False,25,28,seattle-mariners,texas-rangers,SEA,TEX,Seattle Mariners,Texas Rangers,Mariners,Rangers,Mariners,Rangers,Seattle,Texas,American,American,West,West,7,0,,,,,,
32988,319046.0,2012,2012-07-14T20:05:00.000Z,False,regular,STATUS_FINAL,Great American Ball Park,False,7,26,cincinnati-reds,st-louis-cardinals,CIN,STL,Cincinnati Reds,St. Louis Cardinals,Reds,Cardinals,Reds,Cardinals,Cincinnati,St. Louis,National,National,Central,Central,3,2,,,,,,
32997,319045.0,2012,2012-07-15T01:10:00.000Z,False,regular,STATUS_FINAL,Dodger Stadium,False,14,23,los-angeles-dodgers,san-diego-padres,LAD,SD,Los Angeles Dodgers,San Diego Padres,Dodgers,Padres,Dodgers,Padres,Los Angeles,San Diego,National,National,West,West,6,7,,,,,,
32990,319044.0,2012,2012-07-14T23:10:00.000Z,False,regular,STATUS_FINAL,Miller Park,False,16,22,milwaukee-brewers,pittsburgh-pirates,MIL,PIT,Milwaukee Brewers,Pittsburgh Pirates,Brewers,Pirates,Brewers,Pirates,Milwaukee,Pittsburgh,National,National,Central,Central,4,6,,,,,,
32994,319043.0,2012,2012-07-15T00:10:00.000Z,False,regular,STATUS_FINAL,Coors Field,False,9,21,colorado-rockies,philadelphia-phillies,COL,PHI,Colorado Rockies,Philadelphia Phillies,Rockies,Phillies,Rockies,Phillies,Colorado,Philadelphia,National,National,West,East,5,8,,,,,,
32991,319042.0,2012,2012-07-14T23:10:00.000Z,False,regular,STATUS_FINAL,Target Field,False,17,20,minnesota-twins,oakland-athletics,MIN,OAK,Minnesota Twins,Oakland Athletics,Twins,Athletics,Twins,Athletics,Minnesota,Oakland,American,American,Central,West,3,9,,,,,,
32987,319041.0,2012,2012-07-14T20:05:00.000Z,False,regular,STATUS_FINAL,Center Parc Stadium,False,2,18,atlanta-braves,new-york-mets,ATL,NYM,Atlanta Braves,New York Mets,Braves,Mets,Braves,Mets,Atlanta,New York,National,National,East,East,8,7,,,,,,
32995,319040.0,2012,2012-07-15T01:05:00.000Z,False,regular,STATUS_FINAL,Oracle Park,False,24,11,san-francisco-giants,houston-astros,SF,HOU,San Francisco Giants,Houston Astros,Giants,Astros,Giants,Astros,San Francisco,Houston,National,American,West,West,3,2,,,,,,
32986,319039.0,2012,2012-07-14T20:05:00.000Z,False,regular,STATUS_FINAL,Oriole Park at Camden Yards,False,3,10,baltimore-orioles,detroit-tigers,BAL,DET,Baltimore Orioles,Detroit Tigers,Orioles,Tigers,Orioles,Tigers,Baltimore,Detroit,American,American,East,Central,8,6,,,,,,
32989,319037.0,2012,2012-07-14T23:10:00.000Z,False,regular,STATUS_FINAL,Kauffman Stadium,False,12,6,kansas-city-royals,chicago-white-sox,KC,CHW,Kansas City Royals,Chicago White Sox,Royals,White Sox,Royals,White Sox,Kansas City,Chicago,American,American,Central,Central,6,3,,,,,,
32993,319036.0,2012,2012-07-14T23:10:00.000Z,False,regular,STATUS_FINAL,Tropicana Field,False,27,4,tampa-bay-rays,boston-red-sox,TB,BOS,Tampa Bay Rays,Boston Red Sox,Rays,Red Sox,Rays,Red Sox,Tampa Bay,Boston,American,American,East,East,5,3,,,,,,
32984,319035.0,2012,2012-07-14T17:05:00.000Z,False,regular,STATUS_FINAL,Wrigley Field,False,5,1,chicago-cubs,arizona-diamondbacks,CHC,ARI,Chicago Cubs,Arizona Diamondbacks,Cubs,Diamondbacks,Cubs,Diamondbacks,Chicago,Arizona,National,National,Central,West,4,1,,,,,,
32983,319034.0,2012,2012-07-14T17:05:00.000Z,False,regular,STATUS_FINAL,Yankee Stadium,False,19,13,new-york-yankees,los-angeles-angels,NYY,LAA,New York Yankees,Los Angeles Angels,Yankees,Angels,Yankees,Angels,New York,Los Angeles,American,American,East,West,5,3,,,,,,
